path_id,lane,step,support_size,seed_id,seed_stratum,coordinate_ids,added_coordinate,proposed_from_stratum,J_search,rank_status,retained_on_path
M_P088,MAIN,1,1,LEVEL_RATE(fs03da|cerqrott6),C6:FS|CER,LEVEL_RATE(fs03da|cerqrott6),LEVEL_RATE(fs03da|cerqrott6),C6:FS|CER,1.0119921837242385,FULL_RANK,True
M_P089,MAIN,1,1,LEVEL_RATE(fs03da|ece1),C6:FS|ECE,LEVEL_RATE(fs03da|ece1),LEVEL_RATE(fs03da|ece1),C6:FS|ECE,1.0088645268566077,FULL_RANK,True
M_P090,MAIN,1,1,LEVEL_RATE(fs03da|gasd),C6:FS|GAS,LEVEL_RATE(fs03da|gasd),LEVEL_RATE(fs03da|gasd),C6:FS|GAS,1.019178562698459,FULL_RANK,True
M_P091,MAIN,1,1,LEVEL_RATE(fs03da|ip),C6:FS|MAG,LEVEL_RATE(fs03da|ip),LEVEL_RATE(fs03da|ip),C6:FS|MAG,1.0011060442320747,FULL_RANK,True
M_P092,MAIN,1,1,LEVEL_RATE(fs04|pinj_15l),C6:FS|NBI,LEVEL_RATE(fs04|pinj_15l),LEVEL_RATE(fs04|pinj_15l),C6:FS|NBI,1.0169840926276317,FULL_RANK,True
M_P093,MAIN,1,1,LEVEL_RATE(gasa|cerqrott3),C6:GAS|CER,LEVEL_RATE(gasa|cerqrott3),LEVEL_RATE(gasa|cerqrott3),C6:GAS|CER,0.9976243283377373,FULL_RANK,True
M_P094,MAIN,1,1,LEVEL_RATE(gasa|ece25),C6:GAS|ECE,LEVEL_RATE(gasa|ece25),LEVEL_RATE(gasa|ece25),C6:GAS|ECE,0.9792300855162633,FULL_RANK,True
M_P095,MAIN,1,1,LEVEL_RATE(gasa|gasb),C6:GAS|GAS,LEVEL_RATE(gasa|gasb),LEVEL_RATE(gasa|gasb),C6:GAS|GAS,1.0124129539754951,FULL_RANK,True
M_P096,MAIN,1,1,LEVEL_RATE(gasa|ip),C6:GAS|MAG,LEVEL_RATE(gasa|ip),LEVEL_RATE(gasa|ip),C6:GAS|MAG,0.97444266727718,FULL_RANK,True
M_P097,MAIN,1,1,LEVEL_RATE(gasa|pinj_33r),C6:GAS|NBI,LEVEL_RATE(gasa|pinj_33r),LEVEL_RATE(gasa|pinj_33r),C6:GAS|NBI,1.0137568548096862,FULL_RANK,True
M_P098,MAIN,1,1,LEVEL_RATE(bt|cerqrott3),C6:MAG|CER,LEVEL_RATE(bt|cerqrott3),LEVEL_RATE(bt|cerqrott3),C6:MAG|CER,1.008488158098292,FULL_RANK,True
M_P099,MAIN,1,1,LEVEL_RATE(bt|ece33),C6:MAG|ECE,LEVEL_RATE(bt|ece33),LEVEL_RATE(bt|ece33),C6:MAG|ECE,1.004019917132434,FULL_RANK,True
M_P100,MAIN,1,1,LEVEL_RATE(bt|gasc),C6:MAG|GAS,LEVEL_RATE(bt|gasc),LEVEL_RATE(bt|gasc),C6:MAG|GAS,1.0189270732223727,FULL_RANK,True
M_P101,MAIN,1,1,LEVEL_RATE(bt|ip),C6:MAG|MAG,LEVEL_RATE(bt|ip),LEVEL_RATE(bt|ip),C6:MAG|MAG,0.981856014049244,FULL_RANK,True
M_P102,MAIN,1,1,LEVEL_RATE(bt|pinj_33r),C6:MAG|NBI,LEVEL_RATE(bt|pinj_33r),LEVEL_RATE(bt|pinj_33r),C6:MAG|NBI,1.0163855820353476,FULL_RANK,True
M_P103,MAIN,1,1,LEVEL_RATE(pinj_30r|cerqrott3),C6:NBI|CER,LEVEL_RATE(pinj_30r|cerqrott3),LEVEL_RATE(pinj_30r|cerqrott3),C6:NBI|CER,1.0062120967472992,FULL_RANK,True
M_P104,MAIN,1,1,LEVEL_RATE(pinj_30r|ece39),C6:NBI|ECE,LEVEL_RATE(pinj_30r|ece39),LEVEL_RATE(pinj_30r|ece39),C6:NBI|ECE,1.0123185673962594,FULL_RANK,True
M_P105,MAIN,1,1,LEVEL_RATE(pinj|gasc),C6:NBI|GAS,LEVEL_RATE(pinj|gasc),LEVEL_RATE(pinj|gasc),C6:NBI|GAS,1.018980347183223,FULL_RANK,True
M_P106,MAIN,1,1,LEVEL_RATE(pinj_33r|ip),C6:NBI|MAG,LEVEL_RATE(pinj_33r|ip),LEVEL_RATE(pinj_33r|ip),C6:NBI|MAG,1.0013695596117302,FULL_RANK,True
M_P107,MAIN,1,1,LEVEL_RATE(pinj_15l|pinj_15l),C6:NBI|NBI,LEVEL_RATE(pinj_15l|pinj_15l),LEVEL_RATE(pinj_15l|pinj_15l),C6:NBI|NBI,1.015130012698568,FULL_RANK,True
M_P108,MAIN,1,1,RATE_OVER_LEVEL(cerqrott3|cerqtit10),C7:CER|CER,RATE_OVER_LEVEL(cerqrott3|cerqtit10),RATE_OVER_LEVEL(cerqrott3|cerqtit10),C7:CER|CER,0.9542547964144432,FULL_RANK,True
M_P109,MAIN,1,1,RATE_OVER_LEVEL(cerqrott3|prmtan_neped),C7:CER|DEN,RATE_OVER_LEVEL(cerqrott3|prmtan_neped),RATE_OVER_LEVEL(cerqrott3|prmtan_neped),C7:CER|DEN,0.9707191640378585,FULL_RANK,True
M_P110,MAIN,1,1,RATE_OVER_LEVEL(cerqrott3|ece1),C7:CER|ECE,RATE_OVER_LEVEL(cerqrott3|ece1),RATE_OVER_LEVEL(cerqrott3|ece1),C7:CER|ECE,0.9758680853922896,FULL_RANK,True
M_P111,MAIN,1,1,RATE_OVER_LEVEL(cerqrott3|ip),C7:CER|MAG,RATE_OVER_LEVEL(cerqrott3|ip),RATE_OVER_LEVEL(cerqrott3|ip),C7:CER|MAG,1.0060408264338292,FULL_RANK,True
M_P112,MAIN,1,1,RATE_OVER_LEVEL(ece37|cerqtit10),C7:ECE|CER,RATE_OVER_LEVEL(ece37|cerqtit10),RATE_OVER_LEVEL(ece37|cerqtit10),C7:ECE|CER,0.927194984546848,FULL_RANK,True
M_P113,MAIN,1,1,RATE_OVER_LEVEL(ece33|prmtan_neped),C7:ECE|DEN,RATE_OVER_LEVEL(ece33|prmtan_neped),RATE_OVER_LEVEL(ece33|prmtan_neped),C7:ECE|DEN,0.9481782574249138,FULL_RANK,True
M_P114,MAIN,1,1,RATE_OVER_LEVEL(ece33|ece39),C7:ECE|ECE,RATE_OVER_LEVEL(ece33|ece39),RATE_OVER_LEVEL(ece33|ece39),C7:ECE|ECE,0.9693368048116484,FULL_RANK,True
M_P115,MAIN,1,1,RATE_OVER_LEVEL(ece33|ip),C7:ECE|MAG,RATE_OVER_LEVEL(ece33|ip),RATE_OVER_LEVEL(ece33|ip),C7:ECE|MAG,0.9998169300231409,FULL_RANK,True
M_P116,MAIN,1,1,RATE_OVER_LEVEL(gasa|cerqtit3),C7:GAS|CER,RATE_OVER_LEVEL(gasa|cerqtit3),RATE_OVER_LEVEL(gasa|cerqtit3),C7:GAS|CER,1.0016234349236703,FULL_RANK,True
M_P117,MAIN,1,1,RATE_OVER_LEVEL(gasa|prmtan_neped),C7:GAS|DEN,RATE_OVER_LEVEL(gasa|prmtan_neped),RATE_OVER_LEVEL(gasa|prmtan_neped),C7:GAS|DEN,1.0078871545618688,FULL_RANK,True
M_P118,MAIN,1,1,RATE_OVER_LEVEL(gasa|ece39),C7:GAS|ECE,RATE_OVER_LEVEL(gasa|ece39),RATE_OVER_LEVEL(gasa|ece39),C7:GAS|ECE,1.0099445570823955,FULL_RANK,True
M_P119,MAIN,1,1,RATE_OVER_LEVEL(gasc|ip),C7:GAS|MAG,RATE_OVER_LEVEL(gasc|ip),RATE_OVER_LEVEL(gasc|ip),C7:GAS|MAG,1.0188874371420407,FULL_RANK,True
M_P120,MAIN,1,1,RATE_OVER_LEVEL(ip|cerqtit10),C7:MAG|CER,RATE_OVER_LEVEL(ip|cerqtit10),RATE_OVER_LEVEL(ip|cerqtit10),C7:MAG|CER,0.8965421663914522,FULL_RANK,True
M_P121,MAIN,1,1,RATE_OVER_LEVEL(ip|prmtan_neped),C7:MAG|DEN,RATE_OVER_LEVEL(ip|prmtan_neped),RATE_OVER_LEVEL(ip|prmtan_neped),C7:MAG|DEN,0.9191915205524819,FULL_RANK,True
M_P122,MAIN,1,1,RATE_OVER_LEVEL(ip|ece1),C7:MAG|ECE,RATE_OVER_LEVEL(ip|ece1),RATE_OVER_LEVEL(ip|ece1),C7:MAG|ECE,0.9242996621970521,FULL_RANK,True
M_P123,MAIN,1,1,RATE_OVER_LEVEL(ip|ip),C7:MAG|MAG,RATE_OVER_LEVEL(ip|ip),RATE_OVER_LEVEL(ip|ip),C7:MAG|MAG,0.9675445369735698,FULL_RANK,True
M_P124,MAIN,1,1,RATE_OVER_LEVEL(pinj_33r|cerqtit3),C7:NBI|CER,RATE_OVER_LEVEL(pinj_33r|cerqtit3),RATE_OVER_LEVEL(pinj_33r|cerqtit3),C7:NBI|CER,1.0132745236321958,FULL_RANK,True
M_P125,MAIN,1,1,RATE_OVER_LEVEL(pinj_33r|prmtan_neped),C7:NBI|DEN,RATE_OVER_LEVEL(pinj_33r|prmtan_neped),RATE_OVER_LEVEL(pinj_33r|prmtan_neped),C7:NBI|DEN,1.0150837887481718,FULL_RANK,True
M_P126,MAIN,1,1,RATE_OVER_LEVEL(pinj_33r|ece39),C7:NBI|ECE,RATE_OVER_LEVEL(pinj_33r|ece39),RATE_OVER_LEVEL(pinj_33r|ece39),C7:NBI|ECE,1.0146279668230975,FULL_RANK,True
M_P127,MAIN,1,1,RATE_OVER_LEVEL(pinj_33r|ip),C7:NBI|MAG,RATE_OVER_LEVEL(pinj_33r|ip),RATE_OVER_LEVEL(pinj_33r|ip),C7:NBI|MAG,1.016197379009744,FULL_RANK,True
M_P001,MAIN,2,2,ID(cerqtit6),C0:CER,"ID(cerqtit6)|RATIO(prmtan_neped,ece22)","RATIO(prmtan_neped,ece22)",C3:DEN|ECE,0.40787442230396864,FULL_RANK,True
M_P002,MAIN,2,2,ID(prmtan_neped),C0:DEN,"ID(prmtan_neped)|RATIO(ece25,ece39)","RATIO(ece25,ece39)",C3:ECE|ECE,0.3724774367905923,FULL_RANK,True
