denominator,denominator_kind,shot_id,block,n,rms,min_abs,eta,sign_change,passes,fail_reason
prmtan_neped,level,187024,A,258,2.8745397825601327e+19,1.0404881314933422e+19,0.36196685737522094,False,True,
prmtan_neped,level,187024,B,387,2.984358311684327e+19,1.0404881314933422e+19,0.3486471873768088,False,True,
prmtan_neped,level,187024,C,516,3.131923482280208e+19,1.0404881314933422e+19,0.33222016354493156,False,True,
prmtan_neped,level,189647,A,234,3.0165005611345478e+19,5.122087477413003e+18,0.1698023048099986,False,True,
prmtan_neped,level,189647,B,351,3.783582332064186e+19,5.122087477413003e+18,0.13537666232357567,False,True,
prmtan_neped,level,189647,C,468,4.455843257065455e+19,5.122087477413003e+18,0.11495214669616377,False,True,
prmtan_neped,level,189651,A,242,3.207119925263958e+19,6.794422005697539e+18,0.21185431677109276,False,True,
prmtan_neped,level,189651,B,364,4.08081573861746e+19,6.794422005697539e+18,0.16649666245404704,False,True,
prmtan_neped,level,189651,C,485,4.497918322199128e+19,6.794422005697539e+18,0.1510570339208739,False,True,
prmtan_neped,level,195264,A,310,2.4072469462156435e+19,7.067240578508004e+18,0.2935818690981492,False,True,
prmtan_neped,level,195264,B,465,2.8770680089502003e+19,7.067240578508004e+18,0.24564037264752514,False,True,
prmtan_neped,level,195264,C,620,3.0266843160227607e+19,7.067240578508004e+18,0.23349777646433803,False,True,
prmtan_neped,level,195267,A,312,2.4293487742271193e+19,6.965281861988198e+18,0.2867139513223726,False,True,
prmtan_neped,level,195267,B,468,2.658941690720465e+19,6.965281861988198e+18,0.26195692392565745,False,True,
prmtan_neped,level,195267,C,624,3.0877854259379802e+19,6.965281861988198e+18,0.2255753202110003,False,True,
prmtan_neped,level,195273,A,312,2.3446459987857695e+19,6.408951534091078e+18,0.27334410130186415,False,True,
prmtan_neped,level,195273,B,469,2.4913205590283383e+19,6.408951534091078e+18,0.2572511799361014,False,True,
prmtan_neped,level,195273,C,625,2.830899564053288e+19,6.408951534091078e+18,0.2263927556975821,False,True,
prmtan_neped,level,195638,A,281,3.4962806505253024e+19,4.897725412565887e+18,0.1400838748980298,False,True,
prmtan_neped,level,195638,B,422,4.0207364792624456e+19,4.897725412565887e+18,0.12181164913011942,False,True,
prmtan_neped,level,195638,C,563,4.410033870506796e+19,4.897725412565887e+18,0.11105868019111259,False,True,
prmtan_neped,level,195647,A,267,3.46554901949861e+19,8.852761138494807e+18,0.2554504665403812,False,True,
prmtan_neped,level,195647,B,401,4.067698930131405e+19,8.852761138494807e+18,0.21763560407379567,False,True,
prmtan_neped,level,195647,C,535,4.311522147406682e+19,8.852761138494807e+18,0.20532797549978063,False,True,
prmtan_neped,level,195650,A,286,3.915289428661138e+19,3.4671923258695127e+18,0.08855519851198189,False,True,
prmtan_neped,level,195650,B,430,4.742277653272157e+19,3.4671923258695127e+18,0.07311238563767265,False,True,
prmtan_neped,level,195650,C,573,5.098094583477691e+19,3.4671923258695127e+18,0.06800957238232229,False,True,
prmtan_neped,level,195655,A,269,3.131361502024352e+19,5.345375153993832e+18,0.1707045050703399,False,True,
prmtan_neped,level,195655,B,404,3.862197990606498e+19,5.345375153993832e+18,0.13840241145054358,False,True,
prmtan_neped,level,195655,C,539,4.168347005850265e+19,5.345375153993832e+18,0.12823728798230116,False,True,
prmtan_teped,level,160715,A,291,823.4963714937307,6.5108635612668735,0.007906365816107838,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,160715,B,437,1015.6072412580967,6.5108635612668735,0.006410808525943018,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,160715,C,583,1064.174408689269,6.5108635612668735,0.006118229782734793,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,160720,A,292,847.9809476524091,0.8831061354073029,0.001041422142622586,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,160720,B,438,1005.1477536872698,0.8831061354073029,0.0008785834044474843,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,160720,C,584,1064.7654927389267,0.8831061354073029,0.0008293902661473971,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,161138,A,152,487.3379796235495,74.68843395407798,0.1532579792196209,False,True,
prmtan_teped,level,161138,B,228,490.11714969668674,74.68843395407798,0.1523889421137366,False,True,
prmtan_teped,level,161138,C,304,478.87228352860717,74.68843395407798,0.15596733518116881,False,True,
prmtan_teped,level,165022,A,292,667.6689271883889,13.417099586904593,0.020095438083969474,False,False,E_DENOM_MARGIN_BELOW_ETA
prmtan_teped,level,165022,B,438,778.9382972461632,13.417099586904593,0.017224855465880973,False,False,E_DENOM_MARGIN_BELOW_ETA
prmtan_teped,level,165022,C,584,842.3399304380092,13.417099586904593,0.01592836704289659,False,False,E_DENOM_MARGIN_BELOW_ETA
prmtan_teped,level,165028,A,292,615.2237656032171,78.7632882754454,0.1280238064246742,False,True,
prmtan_teped,level,165028,B,438,661.4401215222452,78.7632882754454,0.11907848603767601,False,True,
prmtan_teped,level,165028,C,584,675.9924619351455,78.7632882754454,0.11651503930971635,False,True,
prmtan_teped,level,165042,A,293,664.7168947876852,51.98188549206125,0.07820154098635419,False,True,
prmtan_teped,level,165042,B,439,769.820642181601,51.98188549206125,0.06752467086976177,False,True,
prmtan_teped,level,165042,C,586,808.039607251404,51.98188549206125,0.06433086327151809,False,True,
prmtan_teped,level,165861,A,292,663.5278748735883,68.08635223705583,0.10261264796151522,False,True,
prmtan_teped,level,165861,B,438,745.5122428676103,68.08635223705583,0.0913282818470719,False,True,
prmtan_teped,level,165861,C,584,796.6682063173511,68.08635223705583,0.0854638752960775,False,True,
prmtan_teped,level,170396,A,130,734.8373599700874,11.879358813839767,0.016165970132933,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,170396,B,195,998.5907981403626,11.879358813839767,0.011896122852285683,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,170396,C,260,1096.8691390822078,11.879358813839767,0.010830242542678956,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,187017,A,240,921.2570656489839,56.31153056061152,0.06112466613316295,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,187017,B,360,907.5080938983906,56.31153056061152,0.06205071992109027,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,187017,C,480,837.5131480400642,56.31153056061152,0.06723659287306824,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,187020,A,247,841.0122409166573,38.28408592328975,0.04552143721661196,False,False,E_DENOM_MARGIN_BELOW_ETA
prmtan_teped,level,187020,B,371,799.819634041275,38.28408592328975,0.04786589912759517,False,False,E_DENOM_MARGIN_BELOW_ETA
prmtan_teped,level,187020,C,495,748.0820638585232,38.28408592328975,0.051176318445365125,False,True,
prmtan_teped,level,187024,A,258,575.6513861617365,231.58195801530644,0.40229549269293446,False,True,
prmtan_teped,level,187024,B,387,550.0137945685715,12.854609350465097,0.023371430821200037,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,187024,C,516,518.9765298226167,12.854609350465097,0.024769153539291516,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,189647,A,234,469.6878145632928,2.7974673070419342,0.005956014229670762,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,189647,B,351,563.1912996331935,2.7974673070419342,0.004967170673382072,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,189647,C,468,579.5306285033288,2.7974673070419342,0.004827125900604347,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,189651,A,242,493.3705618469244,1.0394569460473733,0.002106848333545041,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,189651,B,364,551.5505632967672,1.0394569460473733,0.0018846086201675823,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,189651,C,485,544.6522193759777,1.0394569460473733,0.001908478307934385,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195264,A,310,932.6006492726256,3.7351696738754683,0.004005111594966917,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195264,B,465,923.3641288310389,3.7351696738754683,0.0040451751993053064,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195264,C,620,919.7146239570332,3.7351696738754683,0.004061226794247393,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195267,A,312,1003.1844982598502,0.7380108836879096,0.0007356681497452187,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195267,B,468,1204.1895011104536,0.7380108836879096,0.0006128693889187263,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195267,C,624,1135.7325849896297,0.7380108836879096,0.0006498104337603806,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195273,A,312,1081.7719938858368,16.186185528934516,0.014962659063479787,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195273,B,469,1256.484185849983,16.186185528934516,0.012882124352392806,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195273,C,625,1175.4662227427652,11.715344204280655,0.009966551124663322,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195638,A,281,632.920904923106,12.287118423927007,0.019413355331373953,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195638,B,422,749.7016603806978,12.287118423927007,0.016389344019443173,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195638,C,563,797.9468895758038,12.287118423927007,0.015398416341291783,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195647,A,267,696.5635269733077,0.9621443849311646,0.0013812729890005193,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195647,B,401,753.9921481371476,0.9621443849311646,0.0012760668493807113,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195647,C,535,755.3342130286038,0.9621443849311646,0.001273799555660706,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195650,A,286,643.9020783968409,8.871275561175821,0.013777367489266586,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195650,B,430,628.7767766943447,8.871275561175821,0.014108783736916299,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195650,C,573,617.5936654844809,8.871275561175821,0.014364259313146634,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195655,A,269,610.0384068115532,1.4555242152367782,0.002385955046411371,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195655,B,404,581.644508629909,1.4555242152367782,0.0025024292220437775,True,False,E_DENOM_SIGN_CHANGE
prmtan_teped,level,195655,C,539,569.6756838028866,1.4555242152367782,0.0025550049907701587,True,False,E_DENOM_SIGN_CHANGE
fs04,level,160715,A,291,3797857520347303.0,295446498956352.0,0.07779293914357648,False,True,
fs04,level,160715,B,437,4384730631925966.0,295446498956352.0,0.06738076378173748,False,True,
fs04,level,160715,C,583,4804261709702180.0,295446498956352.0,0.061496753675949714,False,True,
fs04,level,160720,A,292,3833805372823358.5,335991498366736.06,0.0876391641444488,False,True,
fs04,level,160720,B,438,4411605892038070.5,335991498366736.06,0.07616081458525638,False,True,
fs04,level,160720,C,584,5667676366292089.0,335991498366736.06,0.05928205434682373,False,True,
fs04,level,161138,A,152,961540587512527.0,522239987607123.94,0.543128386247471,False,True,
fs04,level,161138,B,228,944983593146155.8,522239987607123.94,0.5526445023965106,False,True,
fs04,level,161138,C,304,1064733609644019.2,522239987607123.94,0.4904888724060552,False,True,
fs04,level,165022,A,292,1.2719498979755974e+16,3157195154729565.5,0.24821694311658626,False,True,
fs04,level,165022,B,438,1.6725192032226568e+16,3157195154729565.5,0.18876884334997132,False,True,
fs04,level,165022,C,584,1.8835967754368336e+16,3157195154729565.5,0.16761523463520295,False,True,
fs04,level,165028,A,292,1.1041885414443232e+16,816082136409323.6,0.07390786136413399,False,True,
fs04,level,165028,B,438,1.3527750640102334e+16,816082136409323.6,0.060326521246635734,False,True,
fs04,level,165028,C,584,1.497815476446731e+16,816082136409323.6,0.05448482468249801,False,True,
fs04,level,165042,A,293,1.1930578646102942e+16,2315603027985124.0,0.1940897501012244,False,True,
fs04,level,165042,B,439,1.666679322023095e+16,2315603027985124.0,0.13893512671497804,False,True,
fs04,level,165042,C,586,1.8839949671922388e+16,2315603027985124.0,0.12290919393676092,False,True,
fs04,level,165861,A,292,1.0644877195542808e+16,1966342934534358.8,0.1847219933507265,False,True,
fs04,level,165861,B,438,1.7084375575311876e+16,1966342934534358.8,0.11509597912234279,False,True,
fs04,level,165861,C,584,1.9110092692498068e+16,1966342934534358.8,0.10289552050714405,False,True,
fs04,level,170396,A,130,1.2527250487109678e+16,1045924587619899.9,0.08349195130217425,False,True,
fs04,level,170396,B,195,1.438172878739281e+16,1045924587619899.9,0.07272592906471505,False,True,
fs04,level,170396,C,260,1.6026062883863022e+16,1045924587619899.9,0.06526397626163462,False,True,
fs04,level,187017,A,240,670569626245219.4,5696932504646.822,0.008495661422283867,True,False,E_DENOM_SIGN_CHANGE
fs04,level,187017,B,360,862101814702331.9,5696932504646.822,0.006608189899952675,True,False,E_DENOM_SIGN_CHANGE
fs04,level,187017,C,480,1268544415209918.2,5696932504646.822,0.004490920803670951,True,False,E_DENOM_SIGN_CHANGE
fs04,level,187020,A,247,1500010285935084.0,5013665746359.181,0.003342420910956445,True,False,E_DENOM_SIGN_CHANGE
fs04,level,187020,B,371,1938426196412086.0,5013665746359.181,0.0025864620255541242,True,False,E_DENOM_SIGN_CHANGE
fs04,level,187020,C,495,2833837155229104.0,5013665746359.181,0.0017692144861280311,True,False,E_DENOM_SIGN_CHANGE
fs04,level,187024,A,258,3649662027142148.0,617530675909962.4,0.16920215387546914,False,True,
fs04,level,187024,B,387,4828692140681865.0,617530675909962.4,0.12788777124705245,False,True,
fs04,level,187024,C,516,7382208452806802.0,617530675909962.4,0.08365121086159115,False,True,
fs04,level,189647,A,234,4395745764768048.0,936152685329692.8,0.21296788654907367,False,True,
fs04,level,189647,B,351,3978965509944927.0,936152685329692.8,0.23527539582584872,False,True,
fs04,level,189647,C,468,4089720979158730.5,936152685329692.8,0.2289038029978912,False,True,
fs04,level,189651,A,242,5516835392153383.0,86966246192293.34,0.015763792103709633,False,False,E_DENOM_MARGIN_BELOW_ETA
fs04,level,189651,B,364,4563988841083138.0,86966246192293.34,0.01905487704296277,False,False,E_DENOM_MARGIN_BELOW_ETA
